,collocate,raw_frequency,MI
844,either,3027,1.7518834236164844
845,persecuted,55,3.051827346303522
846,newspapers,282,1.4172534605978795
847,espied,41,3.3455884648316854
848,richmond,297,2.0585755732932385
849,bridle,105,3.098347361938415
850,ideas,899,1.6441718581842635
851,commit,202,2.4440400146947336
852,prevent,603,0.6572433348088076
853,spending,188,1.8227185687060439
854,personal,1100,0.7492422533094765
855,dexterous,41,3.3455884648316854
856,unfortunate,445,2.906996398425066
857,royal,697,2.1218130332095693
858,take,11242,0.21665513776197307
859,place,9424,0.6161958267468353
860,case,3424,0.5300337067084606
861,advised,208,2.4147696323946204
862,walked,3387,0.8773708277735347
863,insult,264,2.1763586089496223
864,make,12471,0.4612126476714619
865,listen,1364,1.450421605566686
866,presently,1991,0.1559154080317421
867,ride,835,1.024875987245083
868,later,1421,1.409482315872993
869,beckoned,137,2.8323267862678136
870,confessed,337,2.3376898898517413
871,reintroduction,2,6.366013350976048
872,significantly,69,2.8250540269387336
873,raised,1536,1.1085179789482664
874,uncontradicted,3,5.960548242867883
875,puffing,72,3.475641593079883
876,thrice,170,1.9233620944857313
877,hour,4642,0.2256978571357112
878,named,537,2.159456798147019
879,canvass,59,3.674770268190219
880,morning,6783,0.02874523981796854
881,sanction,99,3.5626529700695126
882,proved,817,1.0466686172359356
883,admitted,661,1.6640189803524166
884,means,2612,1.1371991901949847
885,worried,205,2.4292977329575303
886,foil,29,3.691864701549519
887,tolerate,52,4.206529101622675
888,repay,108,3.475641593079883
889,expected,1761,1.1949613354738873
890,success,994,0.15742332487941904
891,checked,374,2.521199095241352
892,finger,955,0.19744919105526285
893,morrow,2384,0.6689198644706434
894,superb,143,2.096315901276086
895,net,158,2.689712679068972
896,accomplished,366,1.1565271981346268
897,prodigies,8,4.979718989856157
898,xliv,35,3.5038124700465794
899,miraculously,34,3.5328000069198318
900,especial,165,1.9532150576354124
901,pledge,198,1.7708935008414577
902,baron,373,1.1375821118921776
903,vom,6,5.267401062307938
904,fortune,1754,1.535416507659178
905,give,8366,1.3230662455381783
906,lesson,467,0.9128312738670957
907,conversing,86,2.6048132352824855
908,arrived,1276,1.8535852166865712
909,eveleen,17,4.225947187479777
910,outcry,41,3.3455884648316854
911,bent,1496,1.134904734121461
912,girl,6957,0.9197071067145619
913,perplexed,217,1.6792631779955336
914,comfortable,770,1.7990643778081543
915,xlvii,31,3.6251733270508466
916,acts,181,1.8606635002701672
917,pulsations,7,5.11325038248068
918,mount,374,1.134904734121461
919,resumed,785,2.5907013910898042
920,accounted,129,2.199348127174321
921,known,3838,1.5145040560705578
922,dolly,463,2.020045766117869
923,claim,725,1.859283237801209
924,ahem,30,3.657963149873838
925,again,17012,0.8728343366518826
926,disappearance,167,1.941166719119238
927,residence,267,2.1650590536956886
928,indeed,6673,1.2490679921863774
929,servant,1551,0.40565254891939956
930,abandoned,305,2.031995935488527
931,suite,143,2.096315901276086
932,offended,382,2.905499392157473
933,pathos,130,2.1916260810804107
934,holding,1421,0.4931915839988378
935,feared,805,2.1600777233454846
936,trusting,148,2.0619482577718777
937,chapter,3971,1.4804375015069515
938,xlix,27,3.7633236655316638
939,suppose,4448,1.2980080252208335
940,house,13428,2.324747797901732
941,reply,1568,0.8002166192937497
942,control,544,2.146505645799941
943,answered,5103,2.1050955889281315
944,curb,39,3.3955988854063466
945,sincere,278,1.431539417845356
946,fatuus,5,5.449722619101893
947,yesterday,1125,1.8253816861255276
948,fetching,65,2.884773261640356
949,contemplation,190,1.8121364593755067
950,slept,699,2.118947701736283
951,board,1037,0.11507332330646565
952,yacht,204,2.434187718251722
953,express,702,0.505227127510182
954,luggage,227,1.6342105140545906
955,advancing,279,1.4279487497146275
956,perceived,687,1.9131206004335344
957,goodwin,60,2.9648159693138925
958,escape,1053,0.7929091999619629
959,glanced,992,1.5457317853710109
960,excuse,1082,1.171206360797676
961,elude,31,3.6251733270508466
962,alone,4984,1.1101218285302408
963,slipped,635,1.7041478213114112
964,visit,1857,0.6310552588513969
965,until,3301,1.1544043770190193
966,cask,42,3.321490913252625
967,showing,696,0.5138108712015733
968,genius,754,1.1269153440879822
969,fully,630,0.6134407121504148
970,eckart,18,4.168788773639829
971,minds,623,1.3177611933084852
972,stept,3,5.960548242867883
973,shaking,754,1.5323804521961468
974,advance,485,0.87501164059851
975,high,4428,-0.2379304736244247
976,salutations,32,3.5934246287362663
977,overshadowed,48,3.187959520628102
978,admonished,31,3.6251733270508466
979,beltham,113,3.024919893383598
980,solicitously,4,5.6728661704161025
981,silence,3225,0.9263824513614334
982,leaned,716,2.0949182770094477
983,persuasively,24,3.8811067011880476
984,parliament,745,1.1389234937163788
985,interruption,183,2.5428215592545174
986,lightly,656,1.2661469231518492
987,civil,415,1.72402919186524
988,toweringly,2,6.366013350976048
989,wiser,295,2.0653323557561185
990,rose,4266,0.3101665449387975
991,triumphing,12,4.5742538817479925
992,dorothy,155,2.0157354146167465
993,waste,607,0.6506317404764947
994,truth,3465,-0.39816019952806525
995,talking,2408,1.2185188741625947
996,nothing,12498,0.883933159068448
997,graciously,139,3.510980959525192
998,outburst,141,2.110400641157825
999,exchange,275,2.135536614429367
1000,responded,209,2.4099734601311273
1001,airily,21,4.01463809381257
1002,begged,574,2.315969047650527
1003,carefully,910,1.344328220693207
1004,avoiding,91,2.548301025019143
1005,bracing,22,3.9681180781776773
1006,countenance,1167,1.788728368477492
1007,falling,927,0.9203541465300832
1008,face,15179,1.1926924746026961
1009,reflected,585,0.6875486843041366
1010,poor,9350,2.7912262324544117
1011,leave,4969,1.6836808558628222
1012,mildness,40,3.3702810774220566
1013,chest,537,0.7731624370271284
1014,swell,175,1.894374557612479
1015,marrying,462,2.5330335528883547
1016,persuade,298,2.055214225590534
1017,rating,17,4.225947187479777
1018,thanking,87,2.593252412881409
1019,voices,808,0.36459847301489773
1020,gently,1153,2.08847955294677
1021,nominee,7,5.11325038248068
1022,accepting,179,1.8717747256952382
1023,protect,240,2.6771338968621117
1024,herself,9664,-0.32524291941054806
1025,plight,93,2.526561038382737
1026,need,2709,0.5411200505707886
1027,supple,61,3.6414338479226274
1028,merits,198,2.8695057895095677
1029,deed,354,1.8830107989621638
1030,faces,1266,-0.08445707116812849
1031,sheltered,184,1.8442247739270075
1032,soothe,189,1.8174135164763505
1033,performances,58,2.998717520989574
1034,tunes,69,2.8250540269387336
1035,serve,748,1.5403698422296255
1036,repugnant,38,3.421574371809607
1037,relinquished,55,3.7449745268634675
1038,foolishly,95,2.505283639935452
1039,continental,96,2.4948123400681568
1040,paris,856,1.0000373359541963
1041,find,5944,1.1416116673781793
1042,dropped,1538,1.330360293904504
1043,bulsted,103,3.117578723866303
1044,fancied,556,1.431539417845356
1045,innumerable,157,2.0029147261876847
1046,chanced,254,1.5218262645174565
1047,keeper,205,1.7361505523975849
1048,windows,1268,1.0125766852069316
1049,refused,833,1.9435648018032508
1050,thundered,55,3.7449745268634675
1051,entering,494,0.8566250143480706
1052,stationed,60,2.9648159693138925
1053,bar,559,0.733011058380894
1054,perplexing,35,4.196959650606525
1055,nine,820,1.7361505523975849
1056,strange,4034,0.548406282249891
1057,prompt,181,1.8606635002701672
1058,ay,860,1.4008404309565492
1059,wish,4818,1.5747786219151674
1060,lodge,328,2.3647592118199587
1061,safe,1372,0.9337480119182722
1062,sin,606,2.261718457900779
1063,whirling,104,2.4147696323946204
1064,preserved,235,2.698187306059944
1065,chattered,64,2.9002774481763214
1066,abide,306,1.3355754295836122
1067,during,2488,1.6378213504752934
1068,prepare,276,3.0481975782529434
1069,moderately,53,3.0888686179838714
1070,fitzs,1,7.059160531535993
1071,heavily,604,0.6555863336011782
1072,quaint,255,1.5178969863775669
1073,lamps,396,1.0777463202815125
1074,lights,744,1.545731785371011
1075,meant,2246,1.6448394892316502
1076,amid,433,1.6815699840934484
1077,mate,259,1.502332469836455
1078,described,518,1.9077975779446197
1079,plucked,181,1.8606635002701672
1080,little,29962,-0.1574822061830182
1081,upstairs,956,0.889549799044537
1082,sick,1021,1.2292350020394371
1083,doctor,2816,0.21470010292616987
1084,owe,440,2.070998093291796
1085,ll,10141,0.6680319839802128
1086,died,1793,3.726398141290532
1087,quite,10352,1.033101339663512
1088,tooling,2,6.366013350976048
1089,opposed,162,2.664711376863554
1090,second,2723,1.9828843829184495
1091,instance,710,1.8801899226205225
1092,belonged,539,2.1557393217468865
1093,question,3840,0.19222724707411115
1094,surveying,92,3.2305191350468982
1095,married,2715,1.8606635002701672
1096,journalism,17,4.225947187479777
1097,fussell,12,4.5742538817479925
1098,abominable,114,2.3229620831414977
1099,changed,1710,1.560822031094601
1100,plans,526,1.4870064993582286
1101,charles,1100,1.847854541977586
1102,evie,116,2.3055703404296284
1103,want,7160,0.7478446290428385
1104,anything,6489,0.478521394251044
1105,dining,684,1.2243497944733879
1106,room,12354,1.1339329167466288
1107,eaten,355,1.8801899226205225
1108,look,12176,0.48515179549074205
1109,law,2075,4.112791981100338
1110,grew,1801,0.2562103669199823
1111,rested,605,1.3470792540650969
1112,quietly,1467,2.253092403181012
1113,chauffeur,58,2.998717520989574
1114,sealed,228,1.6298149025815525
1115,inside,1012,0.1394766816885823
1116,permission,342,2.3229620831414977
1117,nature,3923,0.7304587343817538
1118,consult,254,2.214973445077402
1119,echoed,323,2.3801204969814465
1120,disagreed,20,4.063428257982002
1121,becoming,636,1.2971091487558164
1122,chuckled,111,2.349630330223659
1123,yes,10063,1.6711813180917547
1124,surprise,1645,1.2631027807706212
1125,party,1848,-0.46269872066563644
1126,because,8881,1.7051607075608572
1127,humiliating,85,2.6165092750456767
1128,may,13512,1.0443346345148374
1129,ever,11301,0.7710364728992654
1130,conversation,2019,0.5474152018912654
1131,monopolizing,3,5.960548242867883
1132,written,1745,1.2040886093335659
1133,adequate,77,2.715355109682309
1134,farm,1399,1.7615577059258252
1135,engagement,680,1.230214913925786
1136,fussells,5,5.449722619101893
1137,sorry,1927,0.5940531517897364
1138,lacked,137,2.1391796057078682
1139,ability,177,1.8830107989621638
1140,oddly,142,2.1033334739347325
1141,albert,71,2.7964806544946774
1142,sword,1012,2.0853868307438956
1143,other,17604,-0.2318142466069886
1144,alive,1218,2.0336366249459865
1145,retorted,237,2.284247570960807
1146,legacy,90,2.559350861205728
1147,marriage,2684,1.2435385751242567
1148,visited,304,1.3421328301297715
1149,anxiety,842,0.32338051729366635
1150,shuffling,78,2.702451704846401
1151,tom,1987,0.5633915776522859
1152,cutting,369,1.1483638874954658
1153,moustache,212,1.7025742568639806
1154,bye,910,1.344328220693207
1155,abandon,216,1.683882123851828
1156,wherever,374,1.8280519146814065
1157,profession,472,2.0007938346185474
1158,wealth,891,1.8762540164992842
1159,considered,1139,2.1006961097686467
1160,speak,5828,1.333170343387338
1161,breeding,150,2.0485252374397374
1162,pride,1464,1.5619923062427912
1163,abbe,15,4.351110330433783
1164,pale,2383,0.6693394155571416
1165,study,959,2.678176106440555
1166,terms,789,0.38839421069011887
1167,person,3508,-0.005028533287970887
1168,disposition,358,1.8717747256952382
1169,trials,118,2.288475907070328
1170,outraged,111,3.0427775107836044
1171,daughters,606,1.7508928341347885
1172,acted,500,2.4539903455479015
1173,grace,1144,0.01687435959625001
1174,wince,44,3.274970897617732
1175,reached,1881,0.9058960633548533
1176,ears,1340,1.4681735510251364
1177,despair,741,1.5497721949080159
1178,necessity,691,1.2141678883282685
1179,discovered,991,1.7698839096401056
1180,private,1548,0.8130537660544304
1181,unaltered,23,3.9236663156068436
1182,temper,987,1.2631027807706212
1183,disagreement,27,3.7633236655316638
1184,expressions,201,1.7558556234769174
1185,continent,233,1.6081220779702925
1186,engaged,1315,1.4870064993582286
1187,excitement,939,1.6006394134476207
1188,expects,86,2.6048132352824855
1189,clara,493,3.4236007149548398
1190,bankers,53,3.0888686179838714
1191,sister,3493,1.9451667244525843
1192,crape,54,3.0701764849717184
1193,favourite,636,1.9902563293157616
1194,repeat,429,0.9977036126079761
1195,gentleman,4897,0.9606777526320462
1196,welcome,963,1.7985450321719678
1197,affection,1066,1.6969298392443035
1198,tradesman,109,2.3678126493068494
1199,misery,678,0.5400132435955975
1200,authority,568,1.410186293374787
1201,assembled,218,1.674665468746904
1202,absorbed,550,1.4423894338694219
1203,full,5189,1.0698136096297903
1204,proposals,68,2.8396528263598864
1205,borrowing,34,3.5328000069198318
1206,margaret,1163,1.0990146676854384
1207,moved,2326,0.6935495595772739
1208,darkly,127,2.214973445077402
1209,lies,877,2.76756018895181
1210,honour,2151,1.7833676750666336
1211,convictions,86,2.6048132352824855
1212,view,2008,0.14741323128431857
1213,notice,1299,-0.11018948513460651
1214,especially,1361,1.2294798900044177
1215,impose,67,2.854467912145027
1216,scent,340,1.230214913925786
1217,fear,3331,0.33442705446220417
1218,continued,2578,2.2489137857602834
1219,nearer,1015,0.1365166400601054
1220,servants,1201,1.3545450705759001
1221,impersonated,2,6.366013350976048
1222,receive,885,0.2735728865280636
1223,hardly,2497,1.1822253903115332
1224,silently,544,1.4533584652399956
1225,announced,478,1.5826969796044823
1226,stairs,1266,1.301837289951762
1227,driven,670,1.650495107819091
1228,desire,2052,1.3785004743006462
1229,brother,3766,2.2593790268040417
1230,departed,527,1.8905722716627404
1231,joining,115,3.0073755837326885
1232,hall,2763,0.7445261190466769
1233,reception,213,1.6978683658265679
1234,gloomily,146,2.0755539098276565
1235,evident,482,0.8812164174853928
1236,hints,167,1.941166719119238
1237,concerned,669,1.9396708325276553
1238,repress,68,2.8396528263598864
1239,coldness,157,3.3892090873075755
1240,thus,3334,0.5566703806593541
1241,presence,2243,1.9085403544773214
1242,informing,101,3.137187195254679
1243,supporting,122,2.2551394868027366
1244,considerate,105,3.098347361938415
1245,mansion,213,1.6978683658265679
1246,requesting,71,2.7964806544946774
1247,whatever,2264,1.4137136338927554
1248,immediately,1440,1.1730565000858373
1249,minute,1691,0.31923236319735804
1250,pursued,600,1.7608431649879563
1251,gravely,605,2.4456915427332064
1252,bade,564,1.8227185687060439
1253,farewell,596,1.7675321531387531
1254,heart,9554,1.0299395535152358
1255,leaning,877,0.9758007197237554
1256,separate,380,1.1189892788155615
1257,page,562,1.4208058622022472
1258,shame,1165,1.7904436347642472
1259,rent,370,1.145657525897723
1260,pronounced,405,1.7484206449893993
1261,faced,733,0.4620148296493416
1262,knees,1187,-0.02002386307367487
1263,promised,1132,2.1068608144527006
1264,agitation,346,1.2127217564782686
1265,sunk,380,1.1189892788155615
1266,towards,4970,1.1870427420605774
1267,iv,191,2.5000342840493084
1268,under,8959,1.2909511491136185
1269,blow,908,0.9410633334946452
1270,story,2470,0.8566250143480706
1271,enter,935,0.9117611828072515
1272,supports,29,4.385011882109464
1273,perhaps,8551,1.3375615275552417
1274,forgery,31,3.6251733270508466
1275,fate,1041,1.2098357515891338
1276,weakness,550,0.7492422533094765
1277,life,14245,0.8622951145904584
1278,wrote,1597,1.4750378525490355
1279,abandoning,40,3.3702810774220566
1280,infamy,57,3.016109263701443
1281,misfortune,364,2.260618952567362
1282,suspected,470,0.9064278368318889
1283,declared,1087,2.1474251860946194
1284,rivalry,42,3.321490913252625
1285,prompted,123,2.2469761761635754
1286,fury,365,1.1592631779535014
1287,foul,247,1.5497721949080159
1288,fouled,11,4.661265258737623
1289,yours,1615,1.2815082083133364
1290,money,5426,1.718299576338598
1291,conditions,380,1.8121364593755067
1292,shop,1343,1.2427936961326462
1293,sherwins,1,7.059160531535993
1294,shall,13750,0.7884629664627578
1295,live,3515,1.091590304627447
1296,condemned,199,2.459002887371446
1297,pretty,3902,0.8693575520327725
1298,seriously,629,1.7136415635036621
1299,backs,249,1.5417076350712855
1300,least,4460,0.44801595574993835
1301,finding,932,1.6081220779702925
1302,hush,529,1.8867843883458033
1303,don,17201,0.39748018424791803
1304,past,3244,0.36089247742058006
1305,contradiction,79,2.689712679068972
1306,certain,3866,0.18547923288760756
1307,ambassador,97,2.4844495530326105
1308,peculiar,770,0.41277001668826363
1309,thank,2177,1.6760425632954914
1310,ralph,639,0.5992560771584582
1311,gets,556,3.0409773302794565
1312,days,5721,0.48670317894730025
1313,special,824,1.0381371821864667
1314,summoned,312,2.4147696323946204
1315,walks,373,1.8307292924521228
1316,innocent,1390,0.515248685971201
1317,grave,1698,2.9541586748399045
1318,sweetening,6,5.267401062307938
1319,except,2631,1.486626343489746
1320,forever,362,1.1675163197102219
1321,blairs,5,6.142869799661838
1322,thick,1162,0.0012625941241365807
1323,dislike,467,0.9128312738670957
1324,three,7259,-0.22139891331474726
1325,turning,2276,0.9384236487238719
1326,ignorance,461,2.0243747772074543
1327,dared,687,1.2199734198735892
1328,lie,1486,0.8539295949263982
1329,spoke,4426,1.0618042837233685
1330,piece,1688,0.321008036940036
1331,blair,68,2.8396528263598864
1332,wrapper,37,3.4482426188917685
1333,vowed,198,2.464040681401403
1334,relations,632,0.6102711373891357
1335,catch,888,0.2701887885438229
1336,creed,179,2.5649219062551833
1337,illness,560,2.3406616602408987
1338,stops,106,2.395721437423926
1339,grey,1663,1.029076413462956
1340,woke,328,1.2661469231518492
1341,drunk,504,1.9351965521327341
1342,window,3747,-0.4764030866977489
1343,june,470,1.5995750173918342
1344,young,14673,-0.45516227599163794
1345,jolyon,393,2.4716452807866225
1346,therein,367,1.153798683481423
1347,farming,100,3.147137526107847
1348,er,423,1.011788352489715
1349,builder,35,3.5038124700465794
1350,husbands,194,1.7913023724726649
1351,heron,17,5.324559476147886
1352,cement,23,3.9236663156068436
1353,affectionate,511,2.768701090387602
1354,forsyte,231,2.3098900015741446
1355,aback,125,2.923993974793637
1356,undoubtedly,181,2.959275788938277
1357,hastily,613,1.3339427761597271
1358,help,4736,0.3879718242002064
1359,nicholas,196,2.474193052865421
1360,habit,928,0.22612879874979255
1361,sharply,531,1.4775456908539994
1362,penetrated,119,3.3786493270925733
1363,byronism,1,7.059160531535993
1364,professor,745,1.1389234937163788
1365,chin,590,0.6790379946362279
1366,black,4933,-0.7513948891377997
1367,god,5113,1.9208163181181492
1368,roger,927,2.7921563234316746
1369,affect,245,1.5579023209912661
1370,wonder,2446,0.643245576408766
1371,wanted,3725,1.6089271229621143
1372,bosinney,342,1.2243497944733879
1373,bird,934,0.9128312738670957
1374,skipping,51,3.127334898811667
1375,along,3605,0.4785213942510439
1376,anyone,437,1.6723745170003481
1377,seated,1149,0.012513253687237349
1378,road,3086,-0.2823233208271677
1379,bedroom,747,1.5417076350712855
1380,sleep,2211,0.45657263934665654
1381,future,1814,1.635312442540747
1382,despise,284,2.5087985820428966
1383,robin,599,0.6638989334205436
1384,respectfully,139,2.1246865984053014
1385,deserted,395,2.178887055302981
1386,cared,859,0.9965387901116831
1387,laid,2294,1.112867703074732
1388,cannot,4279,0.8949104924553957
1389,major,1350,-0.14869933989648218
1390,leigh,126,2.222878624584515
1391,likeness,307,1.3323127839487958
1392,harpsichord,43,3.2979604158424305
1393,pictured,104,3.107916812954566
1394,picture,1532,1.334269093669557
1395,neither,2662,2.263369985939252
1396,nor,5364,1.8728926687965792
1397,knight,948,1.303418317949081
1398,unknown,756,1.8174135164763505
1399,inherited,159,3.0888686179838714
1400,grim,370,1.145657525897723
1401,slander,49,3.1673402334253664
1402,talk,5455,0.5343141749486577
1403,pierce,114,2.3229620831414977
1404,wife,6337,1.2494387613789166
1405,handsome,1605,0.37142867653182216
1406,portrait,466,1.6081220779702925
1407,spirit,2254,1.1304583061643265
1408,tramp,179,1.8717747256952382
1409,beloved,576,2.4948123400681568
1410,acknowledgment,87,3.2863995934413546
1411,praise,517,1.5042648375875092
1412,venerated,20,4.063428257982002
1413,eh,850,2.5111487593878503
1414,slowly,2683,0.7739075935444693
1415,service,1597,0.37642556388092585
1416,camp,561,0.7294396260132968
1417,ground,2743,0.2409653292664995
1418,gould,608,1.7475979382379359
1419,ardently,54,3.0701764849717184
1420,correspondence,252,2.222878624584515
1421,takes,859,1.6896859706716283
1422,glad,3066,0.8227909413322887
1423,disregarding,31,3.6251733270508466
1424,wishes,717,3.1231420205516316
1425,charley,545,1.8569870255408587
1426,letters,2041,1.0474032811602487
1427,battle,1081,0.7666658944567301
1428,deeply,772,2.201935450739272
1429,despaired,31,3.6251733270508466
1430,killed,691,3.565543145491746
1431,decoyed,24,3.8811067011880476
1432,taita,1,7.059160531535993
1433,sierras,2,6.366013350976048
1434,roman,367,3.7928560130966815
1435,dried,245,1.5579023209912661
1436,chapel,347,1.2098357515891338
1437,e,583,0.6909733451855008
1438,maravillosa,1,7.059160531535993
1439,coast,430,1.6885225034083302
1440,giorgio,96,2.4948123400681568
1441,avellanos,75,2.7416724179996828
1442,attended,360,2.271668788753947
1443,recognized,380,2.2176015674836713
1444,dictation,41,3.3455884648316854
1445,travelled,263,1.4870064993582286
1446,transported,69,3.518201207498679
1447,careless,437,0.9792273364404029
1448,corbelan,40,6.836016980221784
1449,miserable,1028,0.8169372660808278
1450,nonsense,785,1.08662399431353
1451,restless,455,0.9388631125850427
1452,impatiently,362,1.1675163197102219
1453,decoud,283,1.4137136338927554
1454,faithless,50,3.147137526107847
1455,age,2253,0.032289771663694046
1456,gods,421,1.0165276978536117
1457,brown,2220,4.787620060223908
1458,boots,680,1.230214913925786
1459,ruling,70,2.810665289486634
1460,girls,1926,0.18910711973786754
1461,church,2972,1.364755218692389
1462,antonia,126,2.222878624584515
1463,priest,769,2.0235074744644495
1464,sta,48,3.187959520628102
1465,chief,1091,2.1437520873827585
1466,engineer,113,2.3317727128236525
1467,escaping,103,2.4244315433063575
1468,straw,425,1.0070713626115761
1469,landau,32,3.5934246287362663
1470,protection,323,1.2815082083133364
1471,imaginative,89,2.5705241618038532
1472,secretary,393,2.4716452807866225
1473,beron,14,7.059160531535993
1474,zeal,140,2.1175181089266886
1475,army,764,1.1137399229294178
1476,gorge,65,2.884773261640356
1477,dream,1368,0.936667722021607
1478,confession,411,1.0405673170397585
1479,knowledge,2016,0.8365842634646246
1480,eye,3126,0.11026330922268084
1481,employed,397,2.173836539516912
1482,unmolested,28,3.726956021360789
1483,expressed,913,1.851862563375125
1484,serenity,100,2.453990345547902
1485,directness,44,3.274970897617732
1486,divine,601,1.759177885668895
1487,dispensation,20,4.756575438541947
1488,heroic,224,2.3406616602408983
1489,dreams,682,1.2272780542524762
1490,propaganda,4,5.6728661704161025
1491,missionary,56,3.726956021360789
1492,moreover,883,2.067594800160088
1493,town,3152,-0.9966319194417766
1494,warned,286,2.096315901276086
1495,viola,97,3.1775967335925555
1496,rate,1617,0.36397985251883164
1497,terrible,1261,1.018112484239183
1498,giovanni,25,3.8402847066677923
1499,linda,89,3.2636713423637986
1500,venerable,195,3.577920442200301
1501,watchfulness,42,3.321490913252625
1502,lap,417,1.0260743097371916
1503,natural,1889,0.6139699527025932
1504,bears,174,2.998717520989574
1505,dick,2102,1.017953892533197
1506,wavering,100,2.453990345547902
1507,witness,461,0.9257624885393446
1508,shelton,107,3.079478877634032
1509,avenge,59,4.080235376298384
1510,prithee,16,4.286571809296212
1511,mass,515,0.8149936308722568
1512,fell,3691,0.23180218962588509
1513,join,641,2.387890543843378
1514,slay,162,2.664711376863554
1515,oliver,1050,0.7957622689443693
1516,loved,2766,2.5012988492977635
1517,relate,100,2.453990345547902
1518,assist,245,1.5579023209912661
1519,blood,2405,1.6717506217945022
1520,decoy,19,4.114721552369552
1521,severely,207,1.7264417382706239
1522,cellarer,1,7.059160531535993
1523,knighted,15,4.351110330433783
1524,thy,2439,2.8151651948094867
1525,hwome,7,5.11325038248068
1526,making,3519,-0.008159317117482334
1527,odd,924,1.3290607485624186
1528,rode,785,1.7797711748734755
1529,learnt,435,2.0824267891154187
1530,possibly,925,1.6156611551434585
1531,gone,6616,0.9009716244477245
1532,wi,807,1.0589840438259897
1533,afraid,2781,0.9203541465300832
1534,wouldn,1839,1.333942776159727
1535,observed,1299,0.9884228035335031
1536,sententiously,31,3.6251733270508466
1537,account,1863,0.6278294496025143
1538,coughed,88,2.5818237170577865
1539,argument,445,1.6542334299296981
1540,pacifically,3,5.960548242867883
1541,goodbye,43,3.2979604158424305
1542,tess,898,2.0507499324618483
1543,horse,2429,0.3625378912019303
1544,chimney,345,1.9087632950645785
1545,weak,1071,1.469106822208135
1546,sense,3808,-0.4925516838153175
1547,born,1566,1.900105232321464
1548,vicar,219,1.6700888017194921
1549,matter,4604,0.2339176741283202
1550,angel,955,1.5837435521751535
1551,tried,2593,0.5848841071172193
1552,entreaty,84,2.6283437326926795
1553,remain,930,0.22397594538869134
1554,grieved,236,1.595328726510383
1555,hinted,228,1.6298149025815525
1556,brothers,456,2.5461056344557074
1557,parish,561,1.8280519146814065
1558,vicarage,52,3.107916812954566
1559,everlastingness,2,6.366013350976048
1560,hill,1562,0.39858538169630703
1561,neighbour,330,1.2600678770754672
1562,aiming,39,3.3955988854063466
1563,grief,1032,0.8130537660544304
1564,less,4316,-0.21231150617392253
1565,pardon,1124,1.643949413516457
1566,added,2743,1.7814103702136486
1567,colonies,77,2.715355109682309
1568,accompanied,500,2.7904625821691145
1569,misapprehend,5,5.449722619101893
1570,often,3826,1.5176355826380048
1571,distress,401,1.065199104229424
1572,rugged,124,2.2388789659309563
1573,blows,237,1.5911003904008618
1574,clare,1249,1.5384999338445158
1575,sanguine,99,2.464040681401403
1576,revered,44,3.9681180781776773
1577,practice,452,0.9454783517037619
1578,stammered,152,2.035280010689717
1579,mode,285,1.4066713512673426
1580,blindness,100,2.453990345547902
1581,prevented,284,1.410186293374787
1582,seal,329,1.2631027807706212
1583,fears,430,1.6885225034083302
1584,apparently,933,0.22075533068864925
1585,doubted,283,1.4137136338927554
1586,pool,288,1.3962000514000472
1587,decided,814,0.35720016553345274
1588,applied,235,2.2927221979517793
1589,deemed,531,1.8830107989621638
1590,despite,321,1.9808665889659225
1591,estimating,10,4.756575438541947
1592,owing,329,1.2631027807706212
1593,cares,386,1.1033231620711623
1594,supposed,1239,1.7288601191349056
1595,sounded,570,0.7135241707073973
1596,copyholders,2,6.366013350976048
1597,chastity,26,3.8010639935145107
1598,foolish,876,1.893232353033702
1599,spoken,1851,0.6342915076306053
1600,chanted,39,3.3955988854063466
1601,aside,1128,0.03095909947798881
1602,borrow,134,2.1613207315850818
1603,lord,7618,0.9541047285536598
1604,slain,293,2.7652822836388165
1605,natured,434,1.6792631779955336
1606,francis,325,2.373947637874365
1607,lieutenant,489,0.8667980420611211
1608,title,483,2.4885817903175207
1609,charitable,119,2.2800370384244637
1610,reconciled,149,2.055214225590534
1611,chaplain,347,1.9029829321490792
1612,holt,380,5.338496983991669
1613,inhabit,48,3.187959520628102
1614,bickering,12,4.5742538817479925
1615,tusher,126,2.9160258051444603
1616,behavior,119,3.3786493270925733
1617,times,3354,-0.36560123028721586
1618,persuasion,135,2.1538857530975637
1619,constantly,391,1.7836001521105727
1620,french,2091,1.02320074454146
1621,neglecting,62,2.9320261464909017
1622,members,458,1.6254385279817534
1623,promise,1627,1.050961785436846
1624,hiding,363,1.8579048778310876
1625,simply,1525,1.1157052036143718
1626,chamber,931,0.22290125425892598
1627,commonwealthmen,3,5.960548242867883
1628,dined,313,1.3129573409958397
1629,thrust,644,1.2846089859915848
1630,plumped,21,4.01463809381257
1631,friend,7499,1.4324724402389328
1632,tutor,229,1.6254385279817534
1633,patting,96,2.4948123400681568
1634,wore,1101,0.7483335753732585
1635,whereof,232,1.6124231598696832
1636,beneath,1291,0.5891353212492958
1637,intrepid,23,3.9236663156068436
1638,mounted,493,0.8586513574933029
1639,overhead,239,1.5826969796044823
1640,next,5151,0.5916559236502438
1641,houses,1406,-0.18934354083461719
1642,whither,374,1.8280519146814065
1643,altered,489,0.8667980420611211
1644,demeanor,23,3.9236663156068436
1645,exit,79,3.3828598596289168
1646,blessed,578,0.6995866628636156
1647,same,7307,-0.2279896278211245
